"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","ID","gc","term","Q1","Q44","Q45_1","Q47","Q48","Q49","Q2","Q3","Q4","Q5","Q6","Q7","Q8","Q9","Q10","Q12","Q13","Q11_1","Q11_2","Q11_3","Q11_4","Q14","Q15","Q16_1","Q16_2","Q16_3","Q16_4","Q16_5","Q17","Q18","Q19","Q20","Q21","Q22","Q23","Q24","Q25","Q27","Q28","Q26_1","Q26_2","Q26_3","Q26_4","Q29","Q30","Q31_1","Q31_2","Q31_3","Q31_4","Q31_5","Q32","Q33","Q34","Q35","Q36","Q37","Q38","Q39","Q40","Q41","Q42","Q43","Q46_1","Q50","Q51","DO_BR_FL_11","random","FEMALE","AGE","BS","AD","INCOME","SAFEB","DENYGMB","WARMB","DENYGWB","DENYBB","SCIGM","SCIGW","KNOWGM1","KNOWGM2","KNOWGM3","KNOWGM","KNOWGW1","KNOWGW2","KNOWGW3","KNOWGW","ICGMB","ICGWB","SD","D","LD","I","SR","R","LR","IDK1","OTH","DEM","REP","EL","SL","M","EC","SC","IDK2","CRT1","CRT2","CRT3","CRT","Y","Parti","ConnaisOGM","ConnaisRechClim","PercepOGM","PercepRechClim","Sexe","Revenu","Bachelor"
"34","R_dgHYkYCd4w8UJxz","Default Response Set","Anonymous",NA,NA,"75.172.20.70",0,"24APR13:18:13:00","24APR13:18:24:00",1,"d211d116178fe9d297c1fae6c9551c83",1,"",1,1,23,1,2,3,4,4,4,1,1,"2",2,2,1,1,1,37.343,37.343,37.376,1,4,4,5,5,1,1,1,4,4,4,3,4,"3",1,1,1,1,1,53.494,53.494,53.53,1,4,5,4,4,4,4,4,"1","1",1,2,1,2,1,7,1,"0.1","100","24","47","2","2","GMO Questions|Global Warming Questions",1,0,23,1,0,3,3,0,3,0,0,4,4,1,1,0,2,0,0,0,0,"4","10",1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,"A","Democrate",2,0,4,4,"homme",3,1
"35","R_0qWf2ZKgEZlHB0F","Default Response Set","Anonymous",NA,NA,"68.45.250.66",0,"24APR13:18:17:00","24APR13:18:24:00",1,"8fd1bbe35d820723b71ed3a6166edd3b",1,"",1,2,13,1,1,3,1,1,2,5,5,"5",1,1,1,1,1,22.539,37.672,37.683,2,4,2,1,1,5,5,5,4,4,4,2,5,"2",1,1,1,1,1,33.919,33.919,33.929,1,4,3,4,4,2,2,2,"1","2",4,3,1,1,1,9,1,"10 cents","100 minutes","7","32","1","2","Global Warming Questions|GMO Questions",0,1,13,1,1,3,0,1,3,0,1,2,4,0,0,0,0,0,0,0,0,"15","9",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"B","autre",0,0,2,4,"femme",3,1
"36","R_6KXnfWtu2InKl37","Default Response Set","Anonymous",NA,NA,"173.89.17.186",0,"24APR13:18:14:00","24APR13:18:24:00",1,"f5d4f1127c45dfc1d6cc39ab70164697",1,"",1,1,11,1,2,5,4,4,3,3,3,"3",2,2,1,1,1,39.632,39.632,39.633,1,5,5,5,5,1,1,1,4,3,3,3,4,"1",1,2,2,1,1,33.567,33.567,33.568,1,5,4,4,4,3,4,1,"1","1",4,3,1,2,2,9,1,"0.05","5 minutes","36","49","2","3","Global Warming Questions|GMO Questions",0,0,11,1,0,5,3,0,3,0,0,3,3,1,1,0,2,0,1,1,2,"9","8",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,"A","autre",2,2,3,3,"homme",5,1
"37","R_ezLCOq1DMe6GfkN","Default Response Set","Anonymous",NA,NA,"68.112.237.10",0,"24APR13:18:14:00","24APR13:18:24:00",1,"65e079fcff5e52922c2df256b999c750",1,"",1,1,22,1,2,4,2,2,3,4,4,"4",2,2,2,1,1,0,0,36.033,0,5,3,2,2,4,4,4,4,4,4,2,4,"2",1,1,1,1,1,0,0,48.768,0,5,5,5,5,1,2,1,"1","2",8,6,1,2,1,7,6,"0.1","100","24","21","2","1","Global Warming Questions|GMO Questions",0,0,22,1,0,4,1,1,3,0,1,3,4,1,1,1,3,0,0,0,0,"12","8",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,"B","autre",3,0,3,4,"homme",4,1
"38","R_errJDSiD5tH6Qnj","Default Response Set","Anonymous",NA,NA,"71.228.236.113",0,"24APR13:18:14:00","24APR13:18:24:00",1,"b01170b65b258732d999f8e2512ae12a",1,"",1,2,16,1,1,6,3,3,4,4,2,"2",1,2,2,1,1,32.436,32.436,32.445,1,4,3,4,4,4,2,2,4,4,4,2,3,"2",2,1,1,1,1,30.893,30.893,30.9,1,4,3,4,4,2,3,2,"1","1",6,4,1,1,2,7,1,"0.05","20","24","42","1","1","GMO Questions|Global Warming Questions",1,1,16,1,1,6,2,0,3,0,0,4,4,0,1,1,2,1,0,0,1,"8","7",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,"A","Republicain",2,1,4,4,"femme",6,1
"39","R_57v0jP9DMNodART","Default Response Set","Anonymous",NA,NA,"97.127.255.97",0,"24APR13:18:15:00","24APR13:18:24:00",1,"158b03d6479b81b72633449ec014e8bd",1,"",1,1,32,1,2,5,4,5,4,3,4,"5",1,2,1,1,1,32.023,32.023,32.026,1,4,5,4,3,5,4,5,4,3,5,3,4,"4",1,1,1,1,1,32.349,32.349,32.352,1,3,4,3,4,4,5,4,"1","1",2,4,1,1,2,7,3,"0.1","100 minutes","24","15","1","1","GMO Questions|Global Warming Questions",1,0,32,1,0,5,3,0,3,0,0,4,5,0,1,0,1,0,0,0,0,"12","11",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,"A","Democrate",1,0,4,5,"homme",5,1
"40","R_9LglOt7KGSD8Syh","Default Response Set","Anonymous",NA,NA,"70.39.176.76",0,"24APR13:18:16:00","24APR13:18:25:00",1,"c0b06ed7644bb1440626a1a0b58dc20c",1,"",1,1,29,2,2,8,4,4,4,2,2,"2",1,2,2,1,1,30.935,30.935,30.935,1,4,4,4,4,2,2,2,2,2,2,3,4,"2",1,1,1,1,1,41.948,41.948,41.948,1,4,3,2,2,3,4,2,"2","1",1,3,1,2,1,7,2,"0.1","1 minute","24","1","10","1","Global Warming Questions|GMO Questions",0,0,29,0,0,8,3,0,1,1,2,4,2,0,1,1,2,0,0,0,0,"6","9",1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,"C","Democrate",2,0,4,2,"homme",8,2
"41","R_3I7BHJjRbiTdvzn","Default Response Set","Anonymous",NA,NA,"24.214.188.232",0,"24APR13:18:17:00","24APR13:18:25:00",1,"5b494cc8c95d504d7d3d94c9fe65ae55",1,"",1,1,18,1,2,5,5,5,4,3,2,"2",2,2,2,1,1,31.129,31.129,31.131,1,4,3,5,5,2,2,2,3,3,4,3,4,"3",1,1,1,1,1,37.381,37.381,37.382,1,4,4,4,4,3,4,3,"2","2",2,4,1,1,1,7,1,"0.1","5 minutes","24 days","10","1","1","GMO Questions|Global Warming Questions",1,0,18,1,0,5,4,0,2,0,0,4,4,1,1,1,3,0,0,0,0,"7","10",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,"A","Democrate",3,0,4,4,"homme",5,1
"42","R_eLkrCB7eR7rWqPj","Default Response Set","Anonymous",NA,NA,"67.86.105.88",0,"24APR13:18:16:00","24APR13:18:25:00",1,"fcb8e3c045213fa886cc279e8ff8c06f",1,"",1,1,5,2,2,2,4,4,3,4,3,"2",2,2,1,1,1,1.284,60.091,60.101,3,4,5,4,4,2,1,1,5,5,5,2,2,"1",1,2,2,1,1,36.083,36.083,36.093,1,5,5,5,5,2,2,1,"1","1",3,1,1,2,1,7,1,"0.05","100","47","32","9","3","Global Warming Questions|GMO Questions",0,0,5,0,0,2,3,0,4,0,0,3,5,1,1,0,2,0,1,1,2,"9","5",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2,"A","Democrate",2,2,3,5,"homme",2,2
"43","R_82p5bJsXqc4561D","Default Response Set","Anonymous",NA,NA,"98.233.114.232",0,"24APR13:18:13:00","24APR13:18:25:00",1,"3533a69a7b352c42c2b6b51cceb275e3",1,"",1,2,8,1,1,4,3,3,3,3,3,"3",1,1,1,1,1,404.083,404.083,404.089,1,3,3,3,3,3,3,3,3,3,3,3,3,"3",1,1,1,1,1,5.317,34.032,34.034,3,3,3,3,3,3,3,3,".",".",2,3,7,4,4,3,1,"10","500","48","20","7","5","Global Warming Questions|GMO Questions",0,1,8,1,1,4,2,0,2,0,0,3,3,0,0,0,0,0,0,0,0,"9","9",0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,"A","Democrate",0,0,3,3,"femme",4,1
"44","R_cFLYTswz8FmYEvj","Default Response Set","Anonymous",NA,NA,"24.38.224.190",0,"24APR13:18:16:00","24APR13:18:25:00",1,"2b57c243fa0f6ba5eed811c4aa857a3b",1,"",1,1,40,1,1,2,4,4,4,2,1,"1",2,2,2,1,1,33.656,33.656,33.672,1,5,5,5,5,1,1,1,4,4,4,2,3,"1",1,1,1,1,1,33.641,33.641,33.657,1,4,5,4,4,1,2,1,"1","1",5,4,1,2,2,9,1,"0.1","5 minutes","47 days","7","8","1","Global Warming Questions|GMO Questions",0,0,40,1,1,2,3,0,3,0,0,4,4,1,1,1,3,0,0,0,0,"4","6",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"A","Republicain",3,0,4,4,"homme",2,1
"45","R_0Vs1lZL7lsLpnCt","Default Response Set","Anonymous",NA,NA,"66.57.164.238",0,"24APR13:18:14:00","24APR13:18:25:00",1,"d150d7a63c87cb3b017451deff22fe95",1,"",1,2,23,1,1,5,4,4,4,2,1,"1",2,2,1,1,1,55.55,55.55,55.563,1,3,3,4,4,3,3,3,3,2,3,2,4,"1",1,1,1,1,1,37.495,37.495,37.506,1,4,4,2,2,2,1,2,"1","1",5,3,1,2,1,7,1,"0.1","20","i dont","40","2","1","Global Warming Questions|GMO Questions",0,1,23,1,1,5,3,0,2,0,0,4,3,1,1,0,2,0,0,0,0,"4","7",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"A","Republicain",2,0,4,3,"femme",5,1
"46","R_0UhUP1BbeBQ56XX","Default Response Set","Anonymous",NA,NA,"199.20.26.227",0,"24APR13:18:14:00","24APR13:18:25:00",1,"92ab5d113d59fdc630316230c1160cc9",1,"",1,1,3,2,2,1,3,3,3,3,3,"3",2,2,1,1,1,55.225,55.225,55.225,1,3,3,3,3,3,3,4,4,4,3,2,2,"4",1,1,2,1,1,241.291,241.291,241.301,1,3,3,4,4,2,2,4,"2","2",3,3,1,2,1,7,3,"0.1","20","24","1","10","2","Global Warming Questions|GMO Questions",0,0,3,0,0,1,2,0,3,0,0,3,3,1,1,0,2,0,0,1,1,"9","8",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"A","Democrate",2,1,3,3,"homme",1,2
"47","R_ezlfqX2yCRWHFGt","Default Response Set","Anonymous",NA,NA,"68.109.157.175",0,"24APR13:18:13:00","24APR13:18:26:00",1,"9c9d40d8f06b1f927be7099d33caa2d6",1,"",1,2,37,1,1,6,2,2,3,3,3,"3",2,2,2,1,1,31.541,31.541,31.543,1,4,3,2,2,3,3,3,2,2,4,2,4,"3",2,2,2,1,1,37.056,37.056,37.058,1,4,5,2,2,2,4,3,"2","2",4,5,1,2,1,7,1,"0.05","5 minutes","47","3","2","1","Global Warming Questions|GMO Questions",0,1,37,1,1,6,1,1,1,1,3,3,4,1,1,1,3,1,1,1,3,"9","9",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,2,"D","autre",3,3,3,4,"femme",6,1
"48","R_0xIByyv6aDLkrE9","Default Response Set","Anonymous",NA,NA,"99.140.190.162",0,"24APR13:18:13:00","24APR13:18:26:00",1,"adc7301e97e19bd3ddf28f45d8f402c0",1,"",1,1,35,1,2,1,4,3,3,3,3,"3",2,2,2,1,1,55.568,55.568,55.578,1,4,3,4,4,2,1,3,5,5,4,1,1,"1",1,2,1,1,1,36.437,36.437,36.446,1,4,5,5,4,2,2,1,"1","2",1,1,1,1,2,7,1,"0.1","5","47","13","8","5","Global Warming Questions|GMO Questions",0,0,35,1,0,1,3,0,4,0,0,3,4,1,1,1,3,0,1,0,1,"9","3",1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,2,"A","Democrate",3,1,3,4,"homme",1,1
"49","R_2tUapnEKaKWayLr","Default Response Set","Anonymous",NA,NA,"173.81.95.128",0,"24APR13:18:14:00","24APR13:18:26:00",1,"35136ce56bf0e2b0c3fc6e0888663bfe",1,"",1,2,18,1,1,5,4,4,4,2,2,"2",2,2,2,1,1,47.251,47.251,47.251,1,5,5,5,5,1,1,1,5,5,5,1,1,"1",1,1,1,1,1,53.23,53.23,53.23,1,5,5,5,5,1,1,1,"1","1",4,2,1,1,2,9,1,"0.1","100","24","48","1","1","Global Warming Questions|GMO Questions",0,1,18,1,1,5,3,0,4,0,0,4,5,1,1,1,3,0,0,0,0,"6","3",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"A","autre",3,0,4,5,"femme",5,1
"50","R_3TMRBL6cIwCxxWJ","Default Response Set","Anonymous",NA,NA,"69.130.239.20",0,"24APR13:18:19:00","24APR13:18:26:00",1,"cd760433dd852775e905e1b1346e45fb",1,"",1,1,42,1,2,1,5,5,5,1,1,"1",2,2,2,1,1,41.177,41.177,41.191,1,5,5,5,5,1,1,1,5,5,5,1,1,"1",2,2,1,1,1,38.395,38.395,38.409,1,5,5,5,5,1,1,1,"1","1",2,2,1,1,2,7,1,"1.05","5 minutes","47","6","9","1","Global Warming Questions|GMO Questions",0,0,42,1,0,1,4,0,4,0,0,5,5,1,1,1,3,1,1,0,2,"3","3",0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,"A","Democrate",3,2,5,5,"homme",1,1
"51","R_4PdmtVD0oJbwM5f","Default Response Set","Anonymous",NA,NA,"96.242.232.10",0,"24APR13:18:12:00","24APR13:18:26:00",1,"3ffbcebae6d701dd57940c7ed89d330c",1,"",1,1,6,1,2,2,3,2,4,4,3,"5",2,1,2,1,1,39.34,39.34,39.342,1,4,5,4,5,3,2,1,4,4,3,3,2,"2",1,1,2,1,1,36.698,36.698,36.699,1,5,4,5,5,3,3,1,"1","1",2,3,1,2,2,7,6,"10 cents","100 minutes","24 days","30","6","5","GMO Questions|Global Warming Questions",1,0,6,1,0,2,2,0,3,0,0,4,3,1,0,1,2,0,0,1,1,"12","7",0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,"A","Democrate",2,1,4,3,"homme",2,1
"52","R_dcDuKNZEcGlIAEB","Default Response Set","Anonymous",NA,NA,"67.236.11.33",0,"24APR13:18:17:00","24APR13:18:26:00",1,"4aa5064b8e6e4209cca2e226a9b2d8e1",1,"",1,2,22,1,1,3,5,5,4,4,4,"4",1,2,1,1,1,32.265,32.265,32.299,1,4,3,1,2,2,2,2,3,3,2,3,4,"3",1,2,2,1,1,44.502,44.502,44.536,1,3,3,2,2,3,4,3,"2","2",6,5,1,2,2,7,1,"0.1","100 minutes","24","42","1","1","GMO Questions|Global Warming Questions",1,1,22,1,1,3,4,0,2,0,0,4,2,0,1,0,1,0,1,1,2,"12","10",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,"A","Republicain",1,2,4,2,"femme",3,1
"53","R_d6j1OVLHyb5zT9P","Default Response Set","Anonymous",NA,NA,"207.160.205.13",0,"24APR13:18:14:00","24APR13:18:26:00",1,"7a5ce5afce190d37b5326bd82bd7e086",1,"",1,2,39,1,1,3,3,3,3,3,3,"3",2,2,2,1,1,11.513,32.586,32.586,8,3,3,3,3,3,3,3,3,3,3,3,3,"3",1,2,2,1,1,31.012,31.012,31.013,1,3,3,3,3,3,3,3,"1","1",4,3,1,1,2,7,1,"0.1","100","47 days","25","2","1","GMO Questions|Global Warming Questions",1,1,39,1,1,3,2,0,2,0,0,3,3,1,1,1,3,0,1,1,2,"9","9",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"A","autre",3,2,3,3,"femme",3,1
"54","R_2gCbbw1MOBO02RT","Default Response Set","Anonymous",NA,NA,"66.67.30.248",0,"24APR13:18:18:00","24APR13:18:26:00",1,"6d165ecb6111cff737f7a264a05ea96a",1,"",1,2,37,1,1,8,1,1,3,2,2,"2",2,2,2,1,1,32.914,32.914,32.922,1,5,5,5,5,1,1,1,5,5,2,1,2,"2",1,1,1,1,1,37.464,37.464,37.468,1,5,5,5,5,1,1,1,"1","1",5,3,1,1,5,7,5,"0.1","5 minutes","47 days","32","10","1","GMO Questions|Global Warming Questions",1,1,37,1,1,8,0,1,4,0,1,3,2,1,1,1,3,0,0,0,0,"6","5",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"B","Republicain",3,0,3,2,"femme",8,1
"55","R_0MPA9ziZ4PkMz6R","Default Response Set","Anonymous",NA,NA,"209.162.3.22",0,"24APR13:18:13:00","24APR13:18:26:00",1,"52f496e16ff985f51fc4641bbb691afe",1,"",1,1,26,1,2,2,4,4,5,2,1,"1",2,2,2,1,1,36.47,36.47,36.484,1,5,3,4,4,1,1,1,5,5,5,1,1,"1",2,2,2,1,1,34.297,34.297,34.312,1,5,3,5,5,1,1,1,"1","1",9,1,1,1,2,7,1,"0.1","5","3","23","1","1","Global Warming Questions|GMO Questions",0,0,26,1,0,2,3,0,4,0,0,5,5,1,1,1,3,1,1,1,3,"4","3",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,"A","autre",3,3,5,5,"homme",2,1
"56","R_eeyCGIDv6PznOKh","Default Response Set","Anonymous",NA,NA,"",0,"24APR13:18:14:00","24APR13:18:26:00",1,"0341c3daffd55c12aa5a058b95e79ac3",1,"",1,1,10,1,2,3,2,2,3,3,3,".",2,2,1,1,1,27.374,31.207,31.218,2,3,3,3,3,3,3,3,4,3,4,2,3,"3",1,1,2,1,1,54.678,54.678,54.689,1,4,4,4,5,4,4,3,"1","2",4,3,1,2,2,7,3,"0.10 cen","100 minutes","24","32","10","1","Global Warming Questions|GMO Questions",0,0,10,1,0,3,1,1,3,0,1,3,4,1,1,0,2,0,0,1,1,".","8",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"B","autre",2,1,3,4,"homme",3,1
"57","R_3qra4RIyi5SnLjT","Default Response Set","Anonymous",NA,NA,"70.188.63.71",0,"24APR13:18:15:00","24APR13:18:27:00",1,"3f100528bb82400bb764efddefa5f12d",1,"",1,1,48,1,1,4,4,4,4,2,2,"1",2,2,2,1,1,56.379,56.379,56.382,1,5,4,4,4,1,1,1,4,5,5,1,3,"1",1,1,2,1,1,23.658,44.712,44.716,2,4,3,4,5,1,1,1,"1","1",1,2,1,1,2,7,1,"5 cents","5 minutes","47","46","1","1","GMO Questions|Global Warming Questions",1,0,48,1,1,4,3,0,3,0,0,4,5,1,1,1,3,0,0,1,1,"5","5",1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,"A","Democrate",3,1,4,5,"homme",4,1
"58","R_8fb7q03AZmVVXsp","Default Response Set","Anonymous",NA,NA,"",0,"24APR13:18:13:00","24APR13:18:27:00",1,"3dab922bb3d0b2bd132a28f86eddbdf1",1,"",1,1,32,2,2,2,3,3,3,3,3,"3",2,2,1,1,1,43.929,43.929,43.935,1,3,3,3,3,3,3,3,4,4,3,1,3,"1",1,1,1,1,1,116.045,116.045,116.052,1,3,3,4,4,3,3,1,"2","2",2,1,1,1,5,5,3,"0.1","500","96","5","9","3","Global Warming Questions|GMO Questions",0,0,32,0,0,2,2,0,3,0,0,3,3,1,1,0,2,0,0,0,0,"9","5",0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"A","Democrate",2,0,3,3,"homme",2,2
"59","R_6yFuJDMrk2WrKKN","Default Response Set","Anonymous",NA,NA,"70.145.42.90",0,"24APR13:18:17:00","24APR13:18:27:00",1,"661e7393e3bfd093c0a3df58a006139a",1,"",1,1,21,2,2,3,3,3,3,3,3,"2",1,1,1,1,1,1.329,40.507,40.509,2,4,4,4,4,2,2,2,4,4,4,3,3,"3",1,1,1,1,1,1.027,32.993,32.995,2,3,4,4,4,3,3,3,"1","1",4,3,1,1,2,7,1,"0.1","100","24","10","10","1","GMO Questions|Global Warming Questions",1,0,21,0,0,3,2,0,3,0,0,3,4,0,0,0,0,0,0,0,0,"8","9",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"A","autre",0,0,3,4,"homme",3,2
"60","R_abiGw9AKgMXxUvb","Default Response Set","Anonymous",NA,NA,"74.74.168.59",0,"24APR13:18:18:00","24APR13:18:27:00",1,"040873d21625044fa84649ce209edddd",1,"",1,2,44,1,1,8,2,2,3,4,3,"3",1,1,1,1,1,40.596,40.596,40.596,1,4,3,2,2,3,3,2,4,4,4,2,3,"2",2,2,1,1,1,40.633,40.633,40.633,1,4,3,4,4,2,3,2,"2","2",6,4,1,1,2,8,1,"0.1","100 minutes","24 days","32","8","1","Global Warming Questions|GMO Questions",0,1,44,1,1,8,1,1,3,0,1,3,4,0,0,0,0,1,1,0,2,"10","7",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,"B","Republicain",0,2,3,4,"femme",8,1
"61","R_9MQkijF0WUqnCgR","Default Response Set","Anonymous",NA,NA,"98.238.204.91",0,"24APR13:18:17:00","24APR13:18:27:00",1,"a64fee193e745bd4de8cf37142c42797",1,"",1,2,37,2,2,2,2,2,2,4,4,"4",2,2,2,1,1,33.626,33.626,33.636,1,4,3,2,2,2,3,4,4,4,2,2,3,"2",1,1,1,1,1,43.108,43.108,43.119,1,4,4,4,4,2,4,4,"1","1",4,3,1,2,2,3,1,"10","500","24","5","10","1","GMO Questions|Global Warming Questions",1,1,37,0,0,2,1,1,3,0,1,2,2,1,1,1,3,0,0,0,0,"12","7",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"B","autre",3,0,2,2,"femme",2,2
"62","R_3mZsKy7kkt92Na5","Default Response Set","Anonymous",NA,NA,"69.138.234.214",0,"24APR13:18:21:00","24APR13:18:27:00",1,"3d37e33a992490c46db79a4ac6baa11e",1,"",1,1,45,1,1,6,4,4,4,2,2,"1",2,2,2,1,1,37.32,37.32,37.323,1,4,3,4,4,2,2,1,4,4,4,2,2,"1",2,2,2,1,1,32.946,32.946,32.949,1,4,3,4,4,2,2,1,"1","1",4,3,1,1,2,7,1,"0.1","5","47","20","9","1","GMO Questions|Global Warming Questions",1,0,45,1,1,6,3,0,3,0,0,4,4,1,1,1,3,1,1,1,3,"5","5",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2,"A","autre",3,3,4,4,"homme",6,1
"63","R_bkDGikRcx3GkQCN","Default Response Set","Anonymous",NA,NA,"76.1.102.0",0,"24APR13:18:16:00","24APR13:18:27:00",1,"7644e56c1b71ee31d1eb3978fd1cd606",1,"",1,2,28,1,1,3,2,2,4,4,4,"4",2,1,2,1,1,46.839,46.839,46.853,1,5,3,2,2,4,4,4,2,2,4,3,4,"4",1,2,2,1,1,42.688,42.688,42.702,1,5,3,2,2,3,4,4,"2","2",4,4,1,1,2,7,1,"0.05","5 minutes","47 days","43","1","1","Global Warming Questions|GMO Questions",0,1,28,1,1,3,1,1,1,1,3,4,4,1,0,1,2,0,1,1,2,"12","11",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,"D","autre",2,2,4,4,"femme",3,1
"64","R_3QJiXWPkSKx9WHX","Default Response Set","Anonymous",NA,NA,"70.188.248.217",0,"24APR13:18:21:00","24APR13:18:28:00",1,"29c994141a901d98c44d9a167b9eee1a",1,"",1,2,23,1,1,5,3,3,4,3,3,"1",2,2,2,1,1,33.21,33.21,33.215,1,2,3,3,3,3,3,1,4,4,4,2,2,"1",2,2,2,1,1,33.083,33.083,33.088,1,4,3,4,4,2,2,1,"1","1",1,2,1,1,2,7,1,"0.05","5 minutes","47","9","10","1","GMO Questions|Global Warming Questions",1,1,23,1,1,5,2,0,3,0,0,4,4,1,1,1,3,1,1,1,3,"7","5",1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,2,"A","Democrate",3,3,4,4,"femme",5,1
"65","R_295pVF6taHs7ivz","Default Response Set","Anonymous",NA,NA,"65.184.247.246",0,"24APR13:18:13:00","24APR13:18:28:00",1,"e956872564615bf38567f49f5c8cc486",1,"",1,2,8,1,1,3,2,2,4,5,3,"3",2,2,1,1,1,91.149,91.149,91.16,1,4,3,3,3,3,3,3,3,4,3,3,4,"2",1,2,2,1,1,75.007,75.007,75.018,1,4,4,4,4,4,4,4,"1","2",4,2,7,5,5,8,1,"2.1","5 minutes","23","33","1","1","Global Warming Questions|GMO Questions",0,1,8,1,1,3,1,1,2,0,1,4,3,1,1,0,2,0,1,1,2,"11","9",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"B","autre",2,2,4,3,"femme",3,1
"66","R_0VbwXLT11Kst0y1","Default Response Set","Anonymous",NA,NA,"69.242.159.39",0,"24APR13:18:13:00","24APR13:18:28:00",1,"eae02eafd37aacd4e47a21b40c7b70f1",1,"",1,2,8,2,2,1,5,5,5,1,1,"1",2,2,2,1,1,98.778,98.778,98.792,1,4,4,4,4,4,4,4,1,5,4,2,5,"1",1,1,2,1,1,40.51,40.51,40.517,1,4,2,5,5,1,5,1,"1","1",2,6,10,5,5,9,6,"0.1","500","24","25","9","1","Global Warming Questions|GMO Questions",0,1,8,0,0,1,4,0,0,1,2,5,4,1,1,1,3,0,0,1,1,"3","8",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,"C","Democrate",3,1,5,4,"femme",1,2
"67","R_2gbTW2uv9jIlCkJ","Default Response Set","Anonymous",NA,NA,"173.16.160.249",0,"24APR13:18:14:00","24APR13:18:28:00",1,"8d533d46cabb1149ea5a1f89756f3177",1,"",1,1,15,1,2,4,2,2,3,4,3,"5",1,2,2,1,1,10.635,31.419,31.428,4,2,1,2,2,4,3,5,2,2,3,3,5,"5",1,2,2,1,1,13.97,34.818,34.826,4,2,3,2,2,2,5,5,"2","2",5,4,1,1,2,7,1,"0.1","100","24","13","9","1","Global Warming Questions|GMO Questions",0,0,15,1,0,4,1,1,1,1,3,3,3,0,1,1,2,0,1,1,2,"12","13",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"D","Republicain",2,2,3,3,"homme",4,1
"68","R_cNQoX5yuHfydFR3","Default Response Set","Anonymous",NA,NA,"24.183.81.61",0,"24APR13:18:16:00","24APR13:18:28:00",1,"15ebccb4bfcea92c8956fbb7fdeee9cb",1,"",1,1,33,2,2,3,4,4,4,3,3,"2",2,2,2,1,1,37.182,37.182,37.19,1,5,4,4,4,1,1,1,1,1,2,3,5,"2",1,1,2,1,1,35.45,35.45,35.46,1,3,3,2,2,2,4,2,"2","1",6,3,1,2,2,7,1,".10 cent","500 minutes","24","49","10","1","GMO Questions|Global Warming Questions",1,0,33,0,0,3,3,0,0,1,2,4,2,1,1,1,3,0,0,1,1,"8","10",0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,"C","Republicain",3,1,4,2,"homme",3,2
