"X","y","Pays","Sexe","Age","Education","Statut_emploi","Revenu","Residence","Duree","mode_pref","StatutEmploi","ConsEnv"
264,0,"Finlande","femme",52,"universite","Not Employed","tres faible","zone rurale",40,"vehicule individuel","sans emploi",4
265,0,"Croatie","femme",38,"secondaire","Employed","eleve","petite-moyenne ville",45,"vehicule individuel","employe",8
266,1,"Finlande","homme",74,"secondaire inferieur","Not Employed","tres faible","petite-moyenne ville",20,"marche","sans emploi",7
267,1,"Autriche","homme",37,"secondaire","Employed","moyen","petite-moyenne ville",30,"marche","employe",8
268,1,"Finlande","femme",42,"secondaire","Not Employed","sans reponse","petite-moyenne ville",15,"marche","sans emploi",9
269,0,"Autriche","femme",24,"universite","Not Employed","tres faible","aire metropolitaine",60,"marche","sans emploi",8
270,1,"Finlande","femme",23,"secondaire inferieur","Not Employed","tres faible","petite-moyenne ville",260,"marche","sans emploi",5
271,0,"Portugal","femme",18,"secondaire","Not Employed","tres faible","petite-moyenne ville",15,"marche","sans emploi",4
272,0,"Portugal","homme",38,"secondaire","Employed","moyen","petite-moyenne ville",90,"transport collectif","employe",8
273,0,"Portugal","femme",35,"secondaire","Employed","faible","petite-moyenne ville",65,"vehicule individuel","employe",5
274,0,"Autriche","femme",46,"universite","Employed","faible","petite-moyenne ville",60,"vehicule individuel","employe",8
275,0,"Portugal","homme",31,"secondaire","Not Employed","tres faible","aire metropolitaine",30,"vehicule individuel","sans emploi",1
276,0,"Portugal","homme",30,"secondaire","Employed","faible","aire metropolitaine",25,"vehicule individuel","employe",6
277,0,"Portugal","femme",34,"universite","Employed","moyen","petite-moyenne ville",20,"marche","employe",10
278,0,"Portugal","homme",42,"universite","Employed","moyen","zone rurale",45,"marche","employe",9
279,0,"Finlande","femme",34,"secondaire inferieur","Employed","faible","grande ville",40,"vehicule individuel","employe",5
280,0,"Croatie","homme",33,"secondaire","Employed","faible","petite-moyenne ville",90,"vehicule individuel","employe",8
281,0,"Croatie","femme",26,"secondaire","Not Employed","moyen","zone rurale",20,"vehicule individuel","sans emploi",7
282,0,"Autriche","femme",19,"secondaire","Not Employed","tres faible","aire metropolitaine",25,"transport collectif","sans emploi",9
283,0,"Ireland","femme",30,"secondaire","Employed","moyen","petite-moyenne ville",10,"marche","employe",8
284,0,"Finlande","homme",54,"universite","Not Employed","faible","aire metropolitaine",40,"marche","sans emploi",7
285,0,"Portugal","femme",31,"universite","Employed","moyen","aire metropolitaine",60,"vehicule individuel","employe",7
286,0,"Finlande","homme",31,"secondaire","Not Employed","moyen","grande ville",35,"marche","sans emploi",7
287,0,"Croatie","femme",36,"universite","Employed","moyen","petite-moyenne ville",85,"vehicule individuel","employe",8
288,0,"Tchéquie","femme",43,"secondaire","Employed","moyen","grande ville",15,"transport collectif","employe",7
289,0,"Ireland","femme",42,"universite","Not Employed","moyen","zone rurale",7,"vehicule individuel","sans emploi",7
290,0,"Tchéquie","femme",36,"secondaire","Employed","moyen","zone rurale",25,"vehicule individuel","employe",8
291,0,"Ireland","femme",36,"universite","Employed","moyen","grande ville",75,"transport collectif","employe",8
292,0,"Slovénie","femme",29,"secondaire","Employed","tres faible","petite-moyenne ville",15,"vehicule individuel","employe",5
293,1,"Croatie","femme",23,"universite","Not Employed","moyen","petite-moyenne ville",30,"velo","sans emploi",7
294,0,"Croatie","femme",38,"secondaire","Employed","moyen","aire metropolitaine",30,"vehicule individuel","employe",10
295,0,"Croatie","femme",20,"secondaire","Not Employed","tres faible","grande ville",60,"transport collectif","sans emploi",10
296,0,"Croatie","femme",54,"universite","Not Employed","moyen","grande ville",30,"transport collectif","sans emploi",8
297,0,"Portugal","femme",31,"universite","Employed","moyen","aire metropolitaine",15,"vehicule individuel","employe",4
298,0,"Slovénie","homme",34,"universite","Employed","moyen","petite-moyenne ville",30,"vehicule individuel","employe",7
299,1,"Croatie","femme",30,"universite","Employed","moyen","petite-moyenne ville",10,"velo","employe",7
300,1,"Croatie","homme",54,"secondaire","Not Employed","faible","petite-moyenne ville",30,"marche","sans emploi",10
301,0,"Slovénie","femme",29,"secondaire","Not Employed","moyen","petite-moyenne ville",60,"marche","sans emploi",7
302,1,"Autriche","femme",31,"universite","Employed","faible","petite-moyenne ville",70,"velo","employe",7
303,0,"Portugal","homme",33,"universite","Employed","moyen","grande ville",15,"vehicule individuel","employe",8
304,0,"Croatie","homme",42,"universite","Employed","faible","aire metropolitaine",30,"transport collectif","employe",6
305,0,"Croatie","femme",23,"universite","Not Employed","moyen","petite-moyenne ville",75,"marche","sans emploi",8
306,1,"Croatie","femme",20,"secondaire","Employed","moyen","petite-moyenne ville",70,"marche","employe",7
307,0,"Croatie","femme",18,"secondaire inferieur","Not Employed","sans reponse","zone rurale",90,"marche","sans emploi",5
308,0,"Portugal","femme",35,"universite","Employed","faible","zone rurale",45,"vehicule individuel","employe",10
309,0,"Croatie","homme",37,"secondaire","Not Employed","moyen","zone rurale",45,"vehicule individuel","sans emploi",5
310,0,"Portugal","homme",24,"secondaire","Employed","moyen","grande ville",40,"transport collectif","employe",5
311,1,"Tchéquie","homme",39,"secondaire","Employed","eleve","aire metropolitaine",60,"velo","employe",5
312,0,"Autriche","homme",73,"premier cycle","Not Employed","faible","zone rurale",90,"vehicule individuel","sans emploi",6
313,0,"Portugal","femme",37,"secondaire","Employed","moyen","grande ville",30,"vehicule individuel","employe",10
314,0,"Croatie","femme",29,"universite","Employed","moyen","aire metropolitaine",30,"vehicule individuel","employe",4
315,0,"Tchéquie","femme",34,"secondaire","Employed","moyen","zone rurale",80,"marche","employe",7
316,0,"Croatie","homme",44,"secondaire","Employed","moyen","zone rurale",90,"vehicule individuel","employe",7
317,0,"Croatie","femme",24,"universite","Employed","moyen","zone rurale",29,"vehicule individuel","employe",7
318,0,"Finlande","homme",34,"secondaire","Employed","faible","petite-moyenne ville",15,"vehicule individuel","employe",7
319,0,"Finlande","homme",29,"secondaire","Employed","faible","grande ville",16,"transport collectif","employe",10
320,0,"Tchéquie","femme",47,"secondaire","Employed","faible","petite-moyenne ville",20,"vehicule individuel","employe",8
321,0,"Autriche","femme",55,"universite","Employed","moyen","aire metropolitaine",22,"marche","employe",7
322,0,"Ireland","homme",64,"secondaire inferieur","Not Employed","moyen","petite-moyenne ville",10,"vehicule individuel","sans emploi",2
323,1,"Croatie","femme",48,"universite","Not Employed","faible","petite-moyenne ville",90,"marche","sans emploi",7
324,0,"Portugal","homme",44,"secondaire","Employed","sans reponse","grande ville",30,"vehicule individuel","employe",8
325,1,"Autriche","homme",55,"universite","Not Employed","eleve","zone rurale",59,"velo","sans emploi",8
326,0,"Slovénie","homme",23,"secondaire","Employed","sans reponse","petite-moyenne ville",16,"vehicule individuel","employe",10
327,0,"Croatie","femme",42,"secondaire","Employed","moyen","petite-moyenne ville",25,"vehicule individuel","employe",8
328,1,"Finlande","homme",28,"secondaire inferieur","Not Employed","moyen","petite-moyenne ville",30,"velo","sans emploi",7
329,0,"Autriche","femme",51,"secondaire","Not Employed","tres faible","zone rurale",50,"marche","sans emploi",9
330,0,"Autriche","femme",44,"secondaire","Employed","moyen","petite-moyenne ville",10,"vehicule individuel","employe",10
331,0,"Finlande","homme",64,"secondaire inferieur","Not Employed","faible","petite-moyenne ville",7,"vehicule individuel","sans emploi",4
332,0,"Tchéquie","femme",36,"universite","Employed","eleve","aire metropolitaine",30,"marche","employe",9
333,0,"Autriche","femme",43,"premier cycle","Employed","faible","zone rurale",20,"vehicule individuel","employe",8
334,0,"Portugal","homme",36,"universite","Employed","eleve","aire metropolitaine",75,"vehicule individuel","employe",2
335,0,"Portugal","femme",35,"universite","Employed","moyen","grande ville",15,"vehicule individuel","employe",7
336,0,"Ireland","femme",45,"universite","Employed","eleve","grande ville",15,"vehicule individuel","employe",6
337,0,"Croatie","homme",24,"secondaire","Employed","eleve","zone rurale",20,"vehicule individuel","employe",10
338,0,"Finlande","femme",55,"universite","Not Employed","moyen","zone rurale",15,"vehicule individuel","sans emploi",5
339,0,"Belgique","femme",19,"universite","Not Employed","faible","petite-moyenne ville",60,"transport collectif","sans emploi",8
340,0,"Finlande","femme",47,"universite","Employed","moyen","petite-moyenne ville",10,"vehicule individuel","employe",7
341,0,"Finlande","femme",27,"universite","Not Employed","faible","grande ville",45,"marche","sans emploi",7
342,1,"Finlande","homme",49,"universite","Employed","faible","grande ville",12,"marche","employe",8
343,0,"France","homme",36,"secondaire","Employed","faible","petite-moyenne ville",30,"vehicule individuel","employe",7
344,0,"Finlande","homme",51,"universite","Employed","eleve","petite-moyenne ville",15,"marche","employe",7
345,0,"Slovénie","femme",23,"secondaire","Not Employed","moyen","grande ville",8,"marche","sans emploi",6
346,0,"Portugal","homme",39,"universite","Employed","faible","grande ville",30,"transport collectif","employe",6
347,0,"Ireland","femme",54,"secondaire","Not Employed","moyen","petite-moyenne ville",20,"marche","sans emploi",9
348,0,"Portugal","femme",52,"secondaire","Employed","faible","petite-moyenne ville",10,"marche","employe",10
349,0,"Tchéquie","femme",28,"secondaire","Not Employed","moyen","aire metropolitaine",30,"vehicule individuel","sans emploi",9
350,0,"Ireland","femme",29,"universite","Employed","faible","zone rurale",35,"vehicule individuel","employe",10
351,0,"Tchéquie","femme",30,"secondaire","Employed","faible","petite-moyenne ville",35,"marche","employe",5
352,1,"Croatie","femme",31,"universite","Employed","moyen","aire metropolitaine",30,"velo","employe",10
353,1,"Croatie","homme",31,"secondaire","Employed","moyen","petite-moyenne ville",20,"velo","employe",8
354,1,"Autriche","homme",27,"secondaire inferieur","Employed","faible","aire metropolitaine",25,"velo","employe",5
355,0,"Belgique","femme",21,"universite","Not Employed","moyen","zone rurale",75,"marche","sans emploi",7
356,0,"France","femme",35,"universite","Employed","moyen","petite-moyenne ville",35,"vehicule individuel","employe",7
357,0,"Tchéquie","femme",37,"secondaire","Employed","faible","zone rurale",20,"marche","employe",5
358,0,"France","homme",17,"secondaire","Not Employed","eleve","grande ville",30,"marche","sans emploi",10
359,1,"Croatie","homme",46,"secondaire","Not Employed","moyen","grande ville",150,"velo","sans emploi",10
360,0,"France","femme",26,"universite","Employed","moyen","zone rurale",45,"vehicule individuel","employe",10
361,0,"Belgique","homme",46,"secondaire","Employed","moyen","zone rurale",40,"vehicule individuel","employe",5
362,0,"Portugal","homme",38,"universite","Employed","moyen","petite-moyenne ville",30,"vehicule individuel","employe",9
363,0,"Grèce","femme",26,"universite","Employed","faible","aire metropolitaine",35,"vehicule individuel","employe",10
364,0,"Finlande","homme",46,"universite","Not Employed","tres faible","petite-moyenne ville",75,"marche","sans emploi",2
365,0,"Belgique","homme",47,"secondaire","Not Employed","tres faible","grande ville",15,"marche","sans emploi",8
366,0,"Belgique","homme",48,"premier cycle","Employed","tres faible","petite-moyenne ville",50,"vehicule individuel","employe",5
367,0,"France","femme",36,"universite","Employed","faible","zone rurale",10,"vehicule individuel","employe",6
368,0,"Tchéquie","femme",37,"secondaire inferieur","Employed","faible","petite-moyenne ville",15,"transport collectif","employe",9
369,0,"Croatie","femme",32,"secondaire","Not Employed","moyen","petite-moyenne ville",30,"vehicule individuel","sans emploi",10
370,0,"Grèce","femme",22,"universite","Not Employed","faible","petite-moyenne ville",40,"marche","sans emploi",5
371,0,"Croatie","femme",45,"universite","Not Employed","faible","petite-moyenne ville",15,"vehicule individuel","sans emploi",5
372,0,"Portugal","homme",44,"secondaire","Employed","faible","aire metropolitaine",45,"vehicule individuel","employe",8
373,1,"Autriche","homme",50,"secondaire","Not Employed","tres faible","petite-moyenne ville",30,"marche","sans emploi",8
374,0,"Finlande","homme",29,"universite","Employed","tres eleve","aire metropolitaine",60,"marche","employe",5
375,0,"Finlande","femme",26,"secondaire","Not Employed","tres faible","zone rurale",40,"vehicule individuel","sans emploi",5
376,0,"Croatie","femme",36,"premier cycle","Employed","faible","petite-moyenne ville",45,"vehicule individuel","employe",6
377,0,"Finlande","homme",27,"universite","Employed","moyen","grande ville",15,"transport collectif","employe",2
378,0,"Tchéquie","femme",35,"secondaire","Employed","faible","zone rurale",105,"marche","employe",5
379,0,"Finlande","homme",61,"universite","Not Employed","tres faible","aire metropolitaine",15,"marche","sans emploi",9
380,0,"Portugal","femme",38,"secondaire","Employed","tres faible","zone rurale",5,"vehicule individuel","employe",6
381,0,"Pays-Bas","homme",42,"secondaire inferieur","Employed","faible","petite-moyenne ville",90,"vehicule individuel","employe",5
382,0,"Pays-Bas","femme",20,"secondaire","Not Employed","eleve","zone rurale",115,"transport collectif","sans emploi",8
383,0,"Tchéquie","femme",41,"secondaire","Employed","sans reponse","aire metropolitaine",30,"marche","employe",5
384,0,"Autriche","homme",46,"universite","Employed","moyen","zone rurale",40,"vehicule individuel","employe",1
385,0,"Espagne","femme",54,"secondaire inferieur","Employed","moyen","petite-moyenne ville",10,"marche","employe",8
386,0,"Portugal","femme",44,"universite","Employed","moyen","grande ville",20,"marche","employe",5
387,0,"Roumanie","femme",30,"universite","Employed","moyen","grande ville",30,"transport collectif","employe",7
